...1,Sample,Exp1,Exp2,Mean,Difference,Outlier,Label
440,7530456,-3.62,-0.177,-1.9,-3.45,FALSE,NA
441,8858879,-7.12,-3.75,-5.43,-3.36,FALSE,NA
442,3176634,18.4,15.7,17,2.71,FALSE,NA
443,3304186,-1.15,-8.54,-4.85,7.39,FALSE,NA
444,2067336,-22.9,-21.9,-22.4,-1,FALSE,NA
445,3788519,-6.32,-5.55,-5.94,-0.771,FALSE,NA
446,3984126,22.1,19,20.6,3.04,FALSE,NA
447,8994307,-13.7,-5.98,-9.83,-7.7,FALSE,NA
448,7697361,18.3,24.4,21.3,-6.1,FALSE,NA
449,4822246,7.73,0.159,3.94,7.57,FALSE,NA
450,2587207,-8.19,-8.13,-8.16,-0.0673,FALSE,NA
451,2792430,10.3,-0.946,4.67,11.2,FALSE,NA
452,2599186,-1.44,0.525,-0.455,-1.96,FALSE,NA
453,6860641,9.83,17.8,13.8,-7.93,FALSE,NA
454,5359082,-10.2,-4.12,-7.15,-6.07,FALSE,NA
455,3489127,0.661,-3.07,-1.2,3.73,FALSE,NA
456,4448321,-2.87,1.01,-0.929,-3.88,FALSE,NA
457,8569484,-16.7,-9.73,-13.2,-7,FALSE,NA
458,3512818,-10.5,-10.5,-10.5,-0.00251,FALSE,NA
459,2779817,13,15,14,-2.03,FALSE,NA
460,9366336,-1.95,-4.03,-2.99,2.08,FALSE,NA
461,5580732,10.5,8.6,9.55,1.91,FALSE,NA
462,3831053,14,9.39,11.7,4.63,FALSE,NA
463,4778143,-2.3,4.72,1.21,-7.02,FALSE,NA
464,2330078,13,8.84,10.9,4.16,FALSE,NA
465,3134157,-7.82,5.13,-1.34,-13,TRUE,3134157
466,5063285,10.7,8.05,9.39,2.69,FALSE,NA
467,2781466,10.3,15.8,13,-5.51,FALSE,NA
468,4600558,-4.83,-6.51,-5.67,1.67,FALSE,NA
469,9766997,-5.96,-2.75,-4.35,-3.21,FALSE,NA
470,9234158,6.39,0.304,3.35,6.08,FALSE,NA
471,2503296,-14,-16.5,-15.3,2.55,FALSE,NA
472,8306638,-11.4,-12.4,-11.9,0.994,FALSE,NA
473,3002199,-17.9,-19.2,-18.6,1.29,FALSE,NA
474,6208731,-16,-16.7,-16.3,0.609,FALSE,NA
475,8337037,9.42,10.6,9.99,-1.14,FALSE,NA
476,7610372,-2.61,4.97,1.18,-7.57,FALSE,NA
477,9324866,5.42,8.34,6.88,-2.92,FALSE,NA
478,5319249,-13,-18.8,-15.9,5.82,FALSE,NA
479,7413268,20,20.3,20.1,-0.34,FALSE,NA
480,3225675,-1.72,0.322,-0.696,-2.04,FALSE,NA
481,9008984,13.4,18.8,16.1,-5.44,FALSE,NA
482,4920179,-5.22,-12.1,-8.64,6.84,FALSE,NA
483,5387561,-4.1,5.35,0.625,-9.46,FALSE,NA
484,9829869,10.7,18.1,14.4,-7.39,FALSE,NA
485,1118730,-24.6,-15,-19.8,-9.6,FALSE,NA
486,9689282,-19.8,-9.13,-14.5,-10.7,FALSE,NA
487,8782629,-10.4,-8.47,-9.43,-1.93,FALSE,NA
488,6871034,-2.62,-5.82,-4.22,3.2,FALSE,NA
489,4934955,-16.9,-18.6,-17.7,1.72,FALSE,NA
490,6529064,5.84,5.27,5.55,0.564,FALSE,NA
491,7433434,27.3,20.1,23.7,7.22,FALSE,NA
492,4275246,-24.8,-20.8,-22.8,-4.03,FALSE,NA
493,9639318,-10.6,-10.9,-10.7,0.36,FALSE,NA
494,8377107,6.35,15.5,10.9,-9.13,FALSE,NA
495,7414160,-10.4,-7.18,-8.8,-3.25,FALSE,NA
496,9411894,-14.9,-13.1,-14,-1.75,FALSE,NA
497,7297431,2.16,0.305,1.23,1.85,FALSE,NA
498,6846346,-9.17,-5.65,-7.41,-3.52,FALSE,NA
499,7850074,-17.4,-13,-15.2,-4.33,FALSE,NA
500,2221368,6.16,3.12,4.64,3.04,FALSE,NA
501,2436886,-18.6,-21.8,-20.2,3.16,FALSE,NA
502,7754028,20.6,14,17.3,6.61,FALSE,NA
503,1271265,-22.4,-15.8,-19.1,-6.58,FALSE,NA
504,4721436,11.1,14.8,12.9,-3.78,FALSE,NA
505,4840727,2.79,4.34,3.57,-1.55,FALSE,NA
506,4881735,16.5,17,16.7,-0.448,FALSE,NA
507,5390862,-3.26,-8.16,-5.71,4.9,FALSE,NA
508,8956210,-6.82,0.313,-3.25,-7.13,FALSE,NA
509,9008217,8.55,10.2,9.38,-1.66,FALSE,NA
510,2367856,-4.73,4.12,-0.304,-8.84,FALSE,NA
511,8058448,10.6,10.1,10.3,0.491,FALSE,NA
512,4813403,-3.98,-13,-8.5,9.05,FALSE,NA
513,3371131,3.35,-3.07,0.142,6.41,FALSE,NA
514,8879540,-1.88,-0.825,-1.35,-1.05,FALSE,NA
515,2815348,-20.2,-18.7,-19.5,-1.48,FALSE,NA
516,8819750,9.72,0.34,5.03,9.38,FALSE,NA
517,6685259,-17,-20.3,-18.7,3.3,FALSE,NA
518,4428102,-16.8,-8.49,-12.7,-8.35,FALSE,NA
519,9927390,-15.6,-21,-18.3,5.38,FALSE,NA
520,6288883,15.9,10.5,13.2,5.45,FALSE,NA
521,5838957,-23.4,-16.8,-20.1,-6.6,FALSE,NA
522,8400933,-2.26,-1.12,-1.69,-1.15,FALSE,NA
523,7800780,19.2,12,15.6,7.22,FALSE,NA
524,2113048,-13.4,-19.1,-16.2,5.69,FALSE,NA
525,2695844,-6.85,-9.11,-7.98,2.26,FALSE,NA
526,8316292,10.8,10.3,10.5,0.542,FALSE,NA
527,6962277,-8.61,-2.34,-5.47,-6.27,FALSE,NA
528,4514611,3.71,5.61,4.66,-1.9,FALSE,NA
529,7415385,-12.9,-16.6,-14.7,3.69,FALSE,NA
530,8580377,-16.8,-14.5,-15.6,-2.27,FALSE,NA
531,3307664,10.8,7.52,9.18,3.33,FALSE,NA
532,4317012,-3.44,2.87,-0.284,-6.3,FALSE,NA
533,7538241,-5.27,-0.202,-2.73,-5.06,FALSE,NA
534,3393495,17.4,20.4,18.9,-3.03,FALSE,NA
535,9705522,-5.87,-6.53,-6.2,0.666,FALSE,NA
536,1599522,8.22,4.04,6.13,4.18,FALSE,NA
537,1599149,11.6,11,11.3,0.607,FALSE,NA
538,6802506,-3.1,-10.2,-6.67,7.15,FALSE,NA
539,7301721,-14.9,-18.2,-16.5,3.3,FALSE,NA
540,9982584,1.04,7.11,4.07,-6.07,FALSE,NA
541,8959506,24.5,10.7,17.6,13.9,TRUE,8959506
542,6237173,24.8,17.2,21,7.6,FALSE,NA
543,3880052,-6.07,-7.67,-6.87,1.6,FALSE,NA
544,9090138,-15.2,-17.6,-16.4,2.38,FALSE,NA
545,7081059,-8.73,-9.27,-9,0.54,FALSE,NA
546,2288309,-15.8,-16.5,-16.2,0.642,FALSE,NA
547,2251042,11.3,14.2,12.8,-2.84,FALSE,NA
548,8310142,8.61,9.96,9.28,-1.35,FALSE,NA
549,1774107,4.99,-3.61,0.689,8.6,FALSE,NA
550,6632581,-18,-13.4,-15.7,-4.62,FALSE,NA
551,7302233,-7.07,-8.55,-7.81,1.48,FALSE,NA
552,7449107,-7.76,-14.5,-11.1,6.75,FALSE,NA
553,7660715,15.5,9.43,12.5,6.1,FALSE,NA
554,1001348,-13.1,-14.4,-13.8,1.28,FALSE,NA
555,8308540,23,18.3,20.7,4.68,FALSE,NA
556,9071503,-17.6,-16.7,-17.1,-0.963,FALSE,NA
557,4061897,-12.9,-9.42,-11.2,-3.52,FALSE,NA
558,6021684,-19.9,-14.8,-17.4,-5.01,FALSE,NA
559,3418719,13.6,15.6,14.6,-2.06,FALSE,NA
560,8622156,22.7,17.3,20,5.4,FALSE,NA
561,3845202,-8.36,-3.95,-6.16,-4.41,FALSE,NA
562,5091469,-13.8,-12.7,-13.3,-1.03,FALSE,NA
563,5901791,-1.29,5.01,1.86,-6.3,FALSE,NA
564,8607645,-15.3,-12,-13.6,-3.27,FALSE,NA
565,9937016,7.02,6.06,6.54,0.954,FALSE,NA
566,4065368,6.33,7.15,6.74,-0.813,FALSE,NA
567,1123342,0.572,-1.96,-0.695,2.53,FALSE,NA
568,7187920,21.4,19.1,20.2,2.27,FALSE,NA
569,6375058,-18.8,-17.2,-18,-1.58,FALSE,NA
570,3154779,20.6,22.8,21.7,-2.29,FALSE,NA
571,5713254,1.73,0.0511,0.892,1.68,FALSE,NA
572,4701900,-6.71,-4.77,-5.74,-1.94,FALSE,NA
573,1064382,2.49,-0.346,1.07,2.84,FALSE,NA
574,5428487,-8.99,0.54,-4.23,-9.53,FALSE,NA
575,9700000,13,10,11.5,2.97,FALSE,NA
576,6347156,4.76,2.01,3.39,2.75,FALSE,NA
577,4659100,-1.57,-0.454,-1.01,-1.11,FALSE,NA
578,6718724,10.5,12.2,11.3,-1.76,FALSE,NA
579,8520467,-9.94,-12.1,-11,2.16,FALSE,NA
580,7246265,2.64,10.2,6.42,-7.55,FALSE,NA
581,9716550,14.1,14.3,14.2,-0.223,FALSE,NA
582,9082568,2.83,5.35,4.09,-2.52,FALSE,NA
583,4081274,-2.29,7.17,2.44,-9.46,FALSE,NA
584,4010717,13.1,19,16,-5.84,FALSE,NA
585,8914945,-3.59,-5.57,-4.58,1.98,FALSE,NA
586,6277728,-1.49,-8.59,-5.04,7.09,FALSE,NA
587,5105306,-0.613,0.28,-0.166,-0.893,FALSE,NA
588,1230947,17.7,16.7,17.2,0.967,FALSE,NA
589,5247965,2.53,-0.163,1.19,2.7,FALSE,NA
590,4277401,-4.22,-1.72,-2.97,-2.5,FALSE,NA
591,2491211,19.6,19.5,19.6,0.112,FALSE,NA
592,1234317,-10.1,-5.42,-7.75,-4.65,FALSE,NA
593,2524233,10.5,11,10.7,-0.562,FALSE,NA
594,1015120,-7.47,-7.03,-7.25,-0.445,FALSE,NA
595,8094454,19.1,21,20,-1.94,FALSE,NA
596,4512172,-11.7,-13,-12.3,1.29,FALSE,NA
597,6921620,0.664,13.7,7.19,-13.1,TRUE,6921620
598,5619720,10.3,10,10.2,0.317,FALSE,NA
599,1645288,-7.59,-12,-9.8,4.43,FALSE,NA
600,8189131,0.759,5.77,3.27,-5.02,FALSE,NA
601,9721115,12.9,16.6,14.7,-3.61,FALSE,NA
602,8265291,14.3,13.9,14.1,0.339,FALSE,NA
603,1004693,25,18.3,21.6,6.69,FALSE,NA
604,9001440,9.84,15.7,12.8,-5.84,FALSE,NA
605,4197478,13.9,21.1,17.5,-7.2,FALSE,NA
606,1105399,-13.3,-17.8,-15.5,4.45,FALSE,NA
607,4142028,-3.1,-12.4,-7.75,9.32,FALSE,NA
608,9691563,-17.4,-11.8,-14.6,-5.62,FALSE,NA
609,8997001,1.63,9.24,5.44,-7.61,FALSE,NA
610,8283134,-1.39,-0.192,-0.79,-1.2,FALSE,NA
611,7143773,-2.88,4.65,0.883,-7.53,FALSE,NA
612,6514603,-3.15,-6.99,-5.07,3.84,FALSE,NA
613,3691063,12,9.64,10.8,2.36,FALSE,NA
614,2328017,-14.8,-13.5,-14.2,-1.27,FALSE,NA
615,3823096,10.8,9.05,9.91,1.73,FALSE,NA
616,4761255,4.16,9.92,7.04,-5.76,FALSE,NA
617,1820720,-21.9,-17.1,-19.5,-4.77,FALSE,NA
618,8699028,16.3,13.6,15,2.78,FALSE,NA
619,1078561,10.5,12.3,11.4,-1.78,FALSE,NA
620,4461889,-17.4,-17.4,-17.4,-0.0144,FALSE,NA
621,4918603,-21.3,-12.9,-17.1,-8.43,FALSE,NA
622,1020907,-15.9,-19.1,-17.5,3.21,FALSE,NA
623,9437709,9.48,6.53,8,2.95,FALSE,NA
624,3998680,-12.6,-11.2,-11.9,-1.44,FALSE,NA
625,4798384,-0.666,-1.42,-1.04,0.754,FALSE,NA
626,2262907,-12.1,-11.9,-12,-0.198,FALSE,NA
627,6168782,-11.6,-18.8,-15.2,7.17,FALSE,NA
628,3656413,8.64,4.62,6.63,4.02,FALSE,NA
629,5513488,-0.101,1.93,0.916,-2.03,FALSE,NA
630,8763460,-0.958,-0.563,-0.761,-0.395,FALSE,NA
631,6417729,-23,-19.4,-21.2,-3.59,FALSE,NA
632,6689361,9.67,6.71,8.19,2.97,FALSE,NA
633,9362103,-18.3,-16.5,-17.4,-1.82,FALSE,NA
634,9551742,-2.47,3.21,0.368,-5.68,FALSE,NA
635,5341781,-3.97,6.86,1.45,-10.8,FALSE,NA
636,1867946,11.6,5.78,8.68,5.79,FALSE,NA
637,9054195,-4.2,-2.83,-3.52,-1.36,FALSE,NA
638,4455055,8.69,16.5,12.6,-7.81,FALSE,NA
639,7031632,-18.1,-11.4,-14.8,-6.73,FALSE,NA
640,2374352,6.62,1.2,3.91,5.42,FALSE,NA
641,5735051,1.9,2.18,2.04,-0.28,FALSE,NA
642,2698852,9.2,14.2,11.7,-5.04,FALSE,NA
643,5382717,5.38,-3.93,0.722,9.31,FALSE,NA
644,1779064,9.8,8.97,9.39,0.826,FALSE,NA
645,5528224,-17.5,-21.2,-19.4,3.69,FALSE,NA
646,5481261,-6.45,-8.6,-7.52,2.15,FALSE,NA
647,5113763,-14.8,-16.4,-15.6,1.53,FALSE,NA
648,6784454,-16.8,-11.1,-13.9,-5.77,FALSE,NA
649,6070212,10.5,14.1,12.3,-3.5,FALSE,NA
650,1580770,16.3,16.5,16.4,-0.251,FALSE,NA
651,5632259,8,4.43,6.22,3.57,FALSE,NA
652,2689863,-19.7,-14.2,-16.9,-5.53,FALSE,NA
653,6949950,2.72,13.5,8.11,-10.8,FALSE,NA
654,5340486,11.9,8.35,10.1,3.54,FALSE,NA
655,7844562,-3.39,-1.5,-2.44,-1.89,FALSE,NA
656,2386798,17.4,15.6,16.5,1.8,FALSE,NA
657,8259607,14.9,21.9,18.4,-6.99,FALSE,NA
658,9620383,-6.73,-3.2,-4.97,-3.53,FALSE,NA
659,5321455,-20.8,-21.6,-21.2,0.779,FALSE,NA
660,6021867,16.3,13,14.6,3.25,FALSE,NA
661,7084008,12.1,16.8,14.5,-4.72,FALSE,NA
662,9598804,-10.4,-0.724,-5.56,-9.66,FALSE,NA
663,5618487,6.41,-2.97,1.72,9.38,FALSE,NA
664,2932777,13.8,13.2,13.5,0.647,FALSE,NA
665,4920663,1.54,1.44,1.49,0.0998,FALSE,NA
666,9095701,-11.5,-2.33,-6.93,-9.2,FALSE,NA
667,8758842,6.65,8.55,7.6,-1.89,FALSE,NA
668,9044733,15.3,14.7,15,0.549,FALSE,NA
669,1914855,-1.47,2.4,0.462,-3.87,FALSE,NA
670,7152286,1.39,2.56,1.97,-1.16,FALSE,NA
671,2342183,9.72,2.08,5.9,7.64,FALSE,NA
672,8387522,14.8,9.15,12,5.61,FALSE,NA
673,8576129,10.2,8.73,9.46,1.45,FALSE,NA
674,7232939,5.28,0.309,2.8,4.97,FALSE,NA
675,6855011,-4.46,3.41,-0.525,-7.87,FALSE,NA
676,6135127,13.2,14.8,14,-1.55,FALSE,NA
677,1981439,-3.72,-6.23,-4.98,2.51,FALSE,NA
678,8855040,14.5,8.73,11.6,5.77,FALSE,NA
679,7497467,-13.9,-21.4,-17.7,7.5,FALSE,NA
680,2607761,8.48,20.9,14.7,-12.4,TRUE,2607761
681,9616835,12.2,21.4,16.8,-9.25,FALSE,NA
682,4645231,6.39,6.36,6.38,0.0273,FALSE,NA
683,8642469,-2.81,-7.34,-5.07,4.53,FALSE,NA
684,5943812,0.669,5.38,3.03,-4.71,FALSE,NA
685,4245731,-12.4,-8.76,-10.6,-3.59,FALSE,NA
686,8681639,16.7,15,15.9,1.65,FALSE,NA
687,9674954,16.7,22.7,19.7,-6.01,FALSE,NA
688,9675776,-0.178,-0.486,-0.332,0.308,FALSE,NA
689,4801032,16.8,14.4,15.6,2.34,FALSE,NA
690,4537246,17.6,14.7,16.2,2.94,FALSE,NA
691,5144332,6.6,5.39,5.99,1.21,FALSE,NA
692,5155628,15.7,12.6,14.1,3.04,FALSE,NA
693,3472605,-6.23,-11.1,-8.65,4.84,FALSE,NA
694,6704220,-9.36,-17.7,-13.5,8.31,FALSE,NA
695,6513134,23.4,20,21.7,3.47,FALSE,NA
696,6938409,-15,-3.73,-9.38,-11.3,FALSE,NA
697,2136299,-15.5,-21.4,-18.4,5.92,FALSE,NA
698,5134093,17.3,11.5,14.4,5.76,FALSE,NA
699,9925627,-2.91,-3.94,-3.43,1.04,FALSE,NA
700,1868789,-16.7,-23.6,-20.2,6.94,FALSE,NA
701,3311336,-18,-13.5,-15.7,-4.52,FALSE,NA
702,9987930,-20.4,-24,-22.2,3.59,FALSE,NA
703,2361018,-18.5,-15.6,-17,-2.98,FALSE,NA
704,4623025,-11.2,-12.3,-11.7,1.07,FALSE,NA
705,8525139,-16.6,-13.4,-15,-3.2,FALSE,NA
706,6261300,8.29,6.82,7.56,1.47,FALSE,NA
707,9159464,-10.2,-4.23,-7.24,-6.01,FALSE,NA
708,4813546,19.6,25.3,22.5,-5.62,FALSE,NA
709,4977947,13.4,14,13.7,-0.541,FALSE,NA
710,5319273,-15.1,-21.3,-18.2,6.22,FALSE,NA
711,1838891,18.7,9.6,14.1,9.07,FALSE,NA
712,3020162,16.3,17.5,16.9,-1.17,FALSE,NA
713,5580142,5.02,0.87,2.94,4.15,FALSE,NA
714,8989131,-6.99,-0.249,-3.62,-6.74,FALSE,NA
715,6226989,5.57,3.51,4.54,2.06,FALSE,NA
716,5199324,-17,-14.6,-15.8,-2.36,FALSE,NA
717,7231227,-9.55,-6.01,-7.78,-3.54,FALSE,NA
718,9392893,20.2,14.8,17.5,5.48,FALSE,NA
719,1257678,18.6,14.2,16.4,4.4,FALSE,NA
720,1175096,7.83,13,10.4,-5.18,FALSE,NA
721,3937770,15,19.7,17.3,-4.68,FALSE,NA
722,6906899,2.2,-4.1,-0.949,6.31,FALSE,NA
723,7548565,-7.3,-3.96,-5.63,-3.34,FALSE,NA
724,6087957,4.38,2.29,3.34,2.08,FALSE,NA
725,2919986,-11.4,-6.26,-8.84,-5.16,FALSE,NA
726,4874215,-3.62,-1.75,-2.68,-1.87,FALSE,NA
727,6054734,-8.98,-16.6,-12.8,7.62,FALSE,NA
728,9693365,-6.3,-10.7,-8.48,4.37,FALSE,NA
729,3062115,-11.5,-20.1,-15.8,8.57,FALSE,NA
730,1214636,-4.08,-8.56,-6.32,4.48,FALSE,NA
731,8616467,13.1,13.1,13.1,-0.0652,FALSE,NA
732,3594101,-5.96,-3.39,-4.68,-2.57,FALSE,NA
733,7161407,-3.65,-7.12,-5.39,3.47,FALSE,NA
734,8208587,-3.24,-7.2,-5.22,3.97,FALSE,NA
735,1479680,1.89,12.9,7.4,-11,FALSE,NA
736,3370674,17.3,15.4,16.3,1.91,FALSE,NA
737,3887913,-8.77,-12.7,-10.7,3.9,FALSE,NA
738,6108772,-3.75,9.35,2.8,-13.1,TRUE,6108772
739,4993308,-1.94,1.64,-0.153,-3.58,FALSE,NA
740,4811534,14.5,12.9,13.7,1.63,FALSE,NA
741,3765432,3.27,4.11,3.69,-0.839,FALSE,NA
742,9350555,-12.8,-4.02,-8.4,-8.76,FALSE,NA
743,4089866,-9.71,-10.6,-10.2,0.909,FALSE,NA
744,5014613,-1.64,-5.02,-3.33,3.38,FALSE,NA
745,3644820,-13.2,-12.3,-12.7,-0.975,FALSE,NA
746,1652337,-18.8,-15.6,-17.2,-3.17,FALSE,NA
747,6597708,-12.7,-16.8,-14.7,4.13,FALSE,NA
748,6706978,-6.83,-7.66,-7.25,0.83,FALSE,NA
749,2413832,15.1,14.8,14.9,0.337,FALSE,NA
750,8736720,16.6,11.1,13.8,5.54,FALSE,NA
751,3534028,12.4,19,15.7,-6.55,FALSE,NA
752,5593821,11.9,8.52,10.2,3.37,FALSE,NA
753,7310574,3.23,6.13,4.68,-2.9,FALSE,NA
754,4598715,12.3,19.4,15.9,-7.15,FALSE,NA
755,7631161,-7.14,-15.1,-11.1,7.92,FALSE,NA
756,5528546,3.81,-4.84,-0.513,8.65,FALSE,NA
757,9800222,0.288,-1.34,-0.525,1.63,FALSE,NA
758,6456266,21.5,18.3,19.9,3.26,FALSE,NA
759,5973035,16.9,4.83,10.8,12,TRUE,5973035
760,1572138,4.68,1.97,3.33,2.71,FALSE,NA
761,9683191,5.58,10.6,8.07,-4.99,FALSE,NA
762,1205745,9.25,12.1,10.7,-2.89,FALSE,NA
763,7583604,-10.5,-10.1,-10.3,-0.302,FALSE,NA
764,7009592,-3.86,-7.99,-5.92,4.14,FALSE,NA
765,6325790,19.9,16.9,18.4,3.01,FALSE,NA
766,4778662,-24.5,-19.8,-22.1,-4.7,FALSE,NA
767,3404513,-5.19,-2.38,-3.79,-2.81,FALSE,NA
768,6722992,13.6,14.3,14,-0.738,FALSE,NA
769,2334289,3.45,6.44,4.94,-2.99,FALSE,NA
770,8062711,-12.7,-8.14,-10.4,-4.58,FALSE,NA
771,8800098,-13.7,-12.8,-13.3,-0.883,FALSE,NA
772,7091376,-18.8,-7.21,-13,-11.6,FALSE,NA
773,2481078,-13,-9.47,-11.2,-3.51,FALSE,NA
774,2852740,13.3,14.8,14.1,-1.52,FALSE,NA
775,4949831,-3.39,1.34,-1.03,-4.73,FALSE,NA
776,1039914,1.67,11.9,6.79,-10.2,FALSE,NA
777,6551780,6.13,0.755,3.44,5.38,FALSE,NA
778,3137589,10.1,10.4,10.3,-0.257,FALSE,NA
779,1899810,-13.4,-11.1,-12.2,-2.27,FALSE,NA
780,5629387,-6.02,-2.79,-4.41,-3.23,FALSE,NA
781,1964968,23.1,23.9,23.5,-0.757,FALSE,NA
782,9265988,12.5,10,11.3,2.51,FALSE,NA
783,8922422,-9.91,-6.05,-7.98,-3.86,FALSE,NA
784,7054501,2.48,2.92,2.7,-0.443,FALSE,NA
785,3766293,-15.2,-14.9,-15,-0.341,FALSE,NA
786,8169527,7.97,9.49,8.73,-1.52,FALSE,NA
787,4744257,-2.83,-6.77,-4.8,3.94,FALSE,NA
788,6982142,-4.35,-14.2,-9.25,9.81,FALSE,NA
789,7589957,-6.51,-7.31,-6.91,0.8,FALSE,NA
790,9776248,17.7,16.9,17.3,0.871,FALSE,NA
791,8781626,-16.2,-18,-17.1,1.77,FALSE,NA
792,5472248,-3.59,-6.03,-4.81,2.44,FALSE,NA
793,3305996,-19.4,-21,-20.2,1.57,FALSE,NA
794,6303922,-6.63,-17.5,-12.1,10.8,FALSE,NA
795,3199971,1.69,8.28,4.98,-6.59,FALSE,NA
796,1454302,-17.7,-21.8,-19.7,4.19,FALSE,NA
797,2552384,8.82,8.22,8.52,0.601,FALSE,NA
798,8516878,4.36,3.15,3.75,1.21,FALSE,NA
799,5188720,-20,-18.2,-19.1,-1.78,FALSE,NA
800,6324865,-10.4,-10.7,-10.6,0.288,FALSE,NA
801,8975120,8.08,7.79,7.94,0.287,FALSE,NA
802,6560559,-8.37,-7.83,-8.1,-0.546,FALSE,NA
803,3919266,12.4,11,11.7,1.39,FALSE,NA
804,3337663,17.4,16.7,17,0.654,FALSE,NA
805,5038170,-3.43,-8.32,-5.87,4.89,FALSE,NA
806,2206497,-6.13,-2.08,-4.1,-4.04,FALSE,NA
807,7374603,4.89,-0.265,2.31,5.15,FALSE,NA
808,7085477,-3.47,-3.5,-3.48,0.0258,FALSE,NA
809,9525953,0.27,-9.73,-4.73,10,FALSE,NA
810,2800165,3.67,-2.41,0.631,6.09,FALSE,NA
811,1082904,9.58,14.6,12.1,-5.01,FALSE,NA
812,7263049,11.7,7.4,9.56,4.33,FALSE,NA
813,9923154,-26.3,-17.7,-22,-8.59,FALSE,NA
814,1916170,-4.84,-3.08,-3.96,-1.76,FALSE,NA
815,8737242,-6.62,-13.9,-10.3,7.27,FALSE,NA
816,6391223,12.3,9.06,10.7,3.27,FALSE,NA
817,5301845,-5.45,0.0757,-2.69,-5.53,FALSE,NA
818,5994430,-20.5,-22.1,-21.3,1.55,FALSE,NA
819,1538400,-16.3,-5.85,-11.1,-10.4,FALSE,NA
820,5058326,26,15.4,20.7,10.5,FALSE,NA
821,3644281,-8.37,-12.9,-10.6,4.55,FALSE,NA
822,8295492,16.4,12.6,14.5,3.84,FALSE,NA
823,8627909,0.747,-6.81,-3.03,7.56,FALSE,NA
824,1209328,-12.3,-15.2,-13.8,2.93,FALSE,NA
825,1429851,6.53,4.72,5.63,1.8,FALSE,NA
826,5897094,9.53,17.2,13.4,-7.68,FALSE,NA
827,2993557,10.6,8.98,9.81,1.65,FALSE,NA
828,8370672,-13,-10.6,-11.8,-2.37,FALSE,NA
829,5304189,-8.98,-9.22,-9.1,0.247,FALSE,NA
830,6695744,-1.22,2.29,0.536,-3.51,FALSE,NA
831,4843937,19.6,16.7,18.1,2.9,FALSE,NA
832,8068586,7.36,8.24,7.8,-0.873,FALSE,NA
833,2640330,-8.06,-6.78,-7.42,-1.27,FALSE,NA
834,3090560,-11.8,-15.5,-13.7,3.72,FALSE,NA
835,2155130,-0.022,1.88,0.927,-1.9,FALSE,NA
836,6145114,-0.412,-2.87,-1.64,2.46,FALSE,NA
837,9553392,6.96,-3.19,1.88,10.1,FALSE,NA
838,1064535,-20.2,-16.4,-18.3,-3.84,FALSE,NA
839,1658727,-1.63,-0.476,-1.05,-1.16,FALSE,NA
840,3531898,-17.5,-17.2,-17.4,-0.378,FALSE,NA
841,9779762,7.91,12.6,10.3,-4.72,FALSE,NA
842,1722201,7.89,5.62,6.76,2.27,FALSE,NA
843,8540366,18.7,15.1,16.9,3.59,FALSE,NA
844,1422964,21.8,11.3,16.5,10.4,FALSE,NA
845,9700819,7.09,9.28,8.18,-2.19,FALSE,NA
846,4743107,9.44,9.33,9.38,0.115,FALSE,NA
847,3346097,15.2,12.9,14,2.33,FALSE,NA
848,8750940,3.52,1.82,2.67,1.7,FALSE,NA
849,3509810,-7.79,-9.19,-8.49,1.4,FALSE,NA
850,1023370,-4.07,-7.06,-5.56,3,FALSE,NA
851,9136052,-11.7,-6.6,-9.13,-5.06,FALSE,NA
852,6467082,18,16.7,17.3,1.26,FALSE,NA
853,1311003,-17.9,-12.3,-15.1,-5.61,FALSE,NA
854,1105257,4.98,2.82,3.9,2.16,FALSE,NA
855,6914741,-9.37,-11.1,-10.2,1.69,FALSE,NA
856,5928374,7.1,2.69,4.9,4.4,FALSE,NA
857,8307248,-0.636,-7.68,-4.16,7.04,FALSE,NA
858,4408643,-3.9,-5.24,-4.57,1.34,FALSE,NA
859,8030652,10,19.2,14.6,-9.2,FALSE,NA
860,1715432,-5.7,-7.28,-6.49,1.58,FALSE,NA
861,9614884,15.1,17.3,16.2,-2.29,FALSE,NA
862,5036142,4.84,1.55,3.19,3.29,FALSE,NA
863,1380601,-13.1,-10.6,-11.9,-2.45,FALSE,NA
864,6725881,13,14.7,13.9,-1.78,FALSE,NA
865,2817904,-7.72,-10.7,-9.19,2.94,FALSE,NA
866,5273719,-11.1,-5.03,-8.05,-6.04,FALSE,NA
867,6868632,4.83,2.75,3.79,2.08,FALSE,NA
868,2793775,7.53,3.13,5.33,4.4,FALSE,NA
869,4307895,-12.6,-6.12,-9.35,-6.47,FALSE,NA
870,3372784,-16.4,-16.2,-16.3,-0.24,FALSE,NA
871,8949318,-6.8,-7.22,-7.01,0.428,FALSE,NA
872,9481749,2.71,8.66,5.68,-5.95,FALSE,NA
873,5767220,2.24,1.56,1.9,0.677,FALSE,NA
874,1137556,-10.7,-18.5,-14.6,7.8,FALSE,NA
875,6325461,22.3,18.2,20.2,4.1,FALSE,NA
876,4792655,3.31,0.42,1.87,2.89,FALSE,NA
877,9595567,13.4,15.6,14.5,-2.17,FALSE,NA
878,9902384,20.8,20.3,20.5,0.507,FALSE,NA
879,2440123,-1.01,-1.01,-1.01,0.00463,FALSE,NA
880,3634426,1.12,-8.47,-3.67,9.59,FALSE,NA
